v2,Clique_v2,ICI_v2,SHAP_v2,LIME_v2,z1
0.8379117220169177,0.23586726470370506,0.2,0.28592092895897936,0.18543938610795405,True
-0.817466558886214,1.0304402200556203e-41,0.2421022274509135,0.1176773577218826,0.168727258192854,False
-0.8578357500199381,0.0,0.36,0.12010072012031528,0.18280592049204397,False
-0.1725767277278898,0.0,0.5195898462247872,-0.16433111802389005,-0.23044433119945876,False
-0.5687176614273286,0.36363070250496327,0.19474347236781128,0.2846276792982354,0.22203885622149502,True
0.03939726309941727,0.6653007751942805,0.5599177270386132,-0.49864483580319446,-0.28443466278495616,True
0.1170280442571694,0.7471918703641024,0.4399753112497206,-0.4830898372461569,-0.14326469426540106,True
-0.05259967215393879,0.7575579569921633,0.3199148279777462,-0.49941615006097195,-0.2854464841048864,True
-0.5682557566814628,0.20995939144442605,0.19998331243975356,0.28341481713500427,0.21487808107975456,True
-0.521122229400776,0.27787658033768586,0.23956054514409417,0.2950843495154364,0.21307276179678034,True
-0.5665234945570174,0.2819744993040647,0.11972576875799107,0.2833871561392311,0.21780578351314886,True
0.31138075626803796,-0.12798514895551094,0.13900178418975423,0.2450280030756169,-0.13138322729145105,True
0.6927869008804513,0.0,0.12000010488262902,0.09747696742719356,0.17045106192395784,False
0.8609287866320023,0.0,0.23999997624925024,0.10742430880777008,0.16453146458064055,False
0.6006110342591222,5.970506738641173e-50,0.11967449874929173,0.08954205233309323,0.16596844947459147,False
0.36145169046051406,0.18538442063509844,0.03891097123507634,0.2600511499449056,-0.12012977463829405,True
-0.5854860836351574,0.2848960307619094,0.07702835808327123,0.28998498000724027,0.23952823210333044,True
0.483319449947474,0.25946194496381464,0.08000000000000554,0.2686532699905944,-0.13428885418396394,True
0.39380917139160543,0.23648729726140513,0.11999998160136605,0.26745853173914674,-0.11200694586271423,True
-0.23648105148321963,0.052130522926479156,0.2180473153388563,-0.4636200260747114,-0.28108451491276526,True
0.7002382492828483,0.28178795433579285,0.2674993352852647,0.25461943249054275,0.20328186028977363,True
0.05622236221925547,0.7728890051594163,0.35995164278953806,-0.49450328653742476,-0.11973679574262558,True
0.7860181379753559,0.0465115311161314,0.23999999999999988,0.04207861961193131,0.13896154788723017,False
0.6411187497905955,3.822994644796721e-40,0.12000212604541559,0.09191199235785177,0.1593680917903776,False
-0.5428427611994171,4.319789467936196e-09,0.19999938488243288,0.11301144797739833,0.18990618353366773,False
0.6412479385027359,0.255389502356043,0.1601007345139871,0.2755270977038159,0.1942410799568289,True
-0.7228771497267323,0.26746039117079706,0.11997765376585817,0.2962570359509824,0.20218358342014334,True
-0.035065009651623624,0.7358097514139308,0.2799205168241197,-0.49939906765377073,-0.2900751776495359,True
-0.7023788871548087,0.2228211224244,0.19998977249133376,0.30341023691785207,0.2100796210127881,True
-0.10341189013639007,0.0,0.39982629413266574,-0.16341992204955572,-0.22829424795419828,False
0.3319129448077516,0.0,0.2029759707471115,0.08413257907640759,-0.09514613711909693,False
0.5780648503656227,0.25617104808183505,0.32000000000000256,0.26314852518500625,0.2140003368975493,True
0.32404151618446897,0.22703420683473097,0.11993330175422315,0.26573648424947033,-0.130046011139234,True
0.42302485772010145,0.0,0.13082920622934566,0.08715406924279723,-0.08994266207976045,False
0.775847324262213,0.26126605699053884,0.15999996965210309,-0.05365737662751709,0.1455347496134033,False
-0.7166494175056726,0.5551719897619481,0.279377175958478,0.3113337560244309,0.20177809721126183,True
-0.7048597528972749,0.30421491280357854,0.15393142771493007,0.2789027436902555,0.19899740171518923,True
-0.34813831410013774,0.0,0.2386256043908934,0.10735381442236591,-0.23404493315985841,False
-0.9362523409026511,0.2562903534540877,0.279999985694886,0.30764674244082685,0.21908455154018303,True
0.37552578923266555,0.25156772565984004,0.16000699408571392,0.271540516105396,-0.1473554294680461,True
0.5294600904802838,0.2787817529846351,0.07999830247772721,0.26587007826389364,0.2096581639942277,True
-0.2999811626505162,-0.2572728600972528,0.11735779681221743,0.2004968844662302,-0.2816429770989432,True
0.23201522133621366,0.5998056473795618,0.1862234372393696,-0.36719441353690646,-0.11200110231832278,True
0.9169997176348854,0.0,0.08360719863860912,0.10949092224168552,0.17153483333467856,False
-0.41789476677327886,1.331359867347181e-68,0.11999213572407313,0.10616081170863043,-0.24548317348674917,False
0.37335692500816253,2.020753859799698e-64,0.12000502751559296,0.08909792825153456,-0.10963724710086248,False
-0.9155435394360838,-0.6906546294136426,0.2295739110321843,0.26052834788134394,0.20816092582869963,False
-0.8749927365595067,-0.0005503180432012025,-0.09984275354184205,0.32289288772775,0.16912324916564092,False
0.6287973914027287,0.26384679423757906,0.12000434168598106,0.27938106413455643,0.21335587216530963,True
-0.12676327514944785,1.970057490578807e-73,0.1599228120995152,-0.16232811780638284,-0.24193714317104686,False
-0.21586313590381145,0.552241175202131,0.3952841282239184,-0.47245169742917986,-0.2837592553174975,True
-0.3387046406733909,0.0,0.07899319196175782,0.08491616838703542,-0.23872448246033326,False
-0.08468234316884793,0.7759324506234777,0.3998581846789133,-0.48537008227445655,-0.2551376507588627,True
0.6707043045491563,0.2629491981486447,0.04317912489529256,0.2746217303332182,0.17475608507258786,True
-0.0664622476009964,0.7579657835311323,0.31991701860876787,-0.4925495687315758,-0.2808087140905058,True
-0.1574280244550159,0.0,0.43972546186090944,-0.16236185089895228,-0.26128944442925117,False
0.14170310587704615,0.13180596371435044,0.19997818490362093,-0.2941710316866732,-0.10272858645534884,False
0.47811191338666026,4.04600370081428e-31,0.08,0.0912532715575104,-0.10725728033716687,False
-0.8898331828118522,0.23825325220882396,0.24009772354480902,0.30591919972012166,0.23934804619176403,True
0.2483612981436829,0.7295636051205874,0.2923391799393668,-0.35263568814099344,-0.1273786227075769,True
0.24212065538843452,6.296102939931992e-29,0.18887099844053523,-0.07040838169677514,-0.07904964170043044,False
-0.9977789363616694,6.514633679158929e-47,0.11999890805036002,0.11899551289513842,0.17773881204569245,False
0.20578701280322065,0.5978999796307045,0.31757816277062273,-0.47323289261072554,-0.12434058709700874,True
