v6,Clique_v6,ICI_v6,SHAP_v6,LIME_v6,z
0.8871629403077386,-0.7607203,1.5520118566191972,0.6797784228598306,2.44711176470032,0
1.3634815124261457,0.49527115,2.8987511382596813,0.7628971813836988,2.1452924000023827,0
-0.7914888094778855,1.2279923,4.571259581478877,-0.6264032486567378,-2.0614463511457695,1
-0.09443480774144415,0.036334515,0.5636451461521953,-0.06717405359472764,-0.29610937478242966,1
-0.4634193992174632,0.7722527,2.130405199981668,-0.4022015608780583,-0.37768803506582244,1
1.7303155195063402,-1.0496166,7.2392406545857275,1.623188840602458,2.367595074646012,0
0.9498579011377821,-0.118725784,3.424029162130749,0.8153187454648639,2.361971903803126,1
-0.1362303703563351,0.56285673,1.9653680977007264,-0.11209155661384897,-0.4679669964764267,0
0.6895231987879346,0.71444345,-3.3792684783937537,0.46538644502683063,2.133853562352649,0
-0.12851239742110507,0.8568982,2.558295630657432,-0.15920993916736087,-0.5889243470238595,0
-0.8449714218020286,-0.8126422,-1.037011224422093,-0.8119054182682544,-2.171024929110804,0
0.5065929045948423,0.40032905,1.1271060617977378,0.4459904779317673,0.5092943524027689,0
-0.8578899782626873,-0.33367148,2.3493351233203628,-0.5077890100511736,-2.177149975283656,1
-1.2411379667255165,0.72405183,3.4024392388295017,-0.8183843021349531,-2.124893967824987,1
0.12738439320069522,-0.009622479,0.007272908487139795,0.0037656531001677537,0.2978551973765366,1
-1.870844094740726,2.6157978,11.805093688596429,-2.2733028719990003,-2.153422498999727,0
1.326480362541887,-1.2606176,5.508841767570135,0.7916838122193441,2.3156746178579026,1
0.3950830585998769,0.08686462,1.042557523490516,0.30472357118752175,0.48681747276137044,0
0.6282178729795443,-0.48275703,2.535759172425056,0.46575520467606496,0.4974082577414473,0
1.2420059820972735,-1.6005882,2.650418083535979,1.0156493960086308,2.4887076128792054,1
1.0200683493129594,0.49194634,1.7208571675034618,0.6758026957875031,2.3173841478644013,1
1.8189287153224727,4.537847,2.8586514723921503,2.1152627291479047,2.2070240838345314,0
0.49073341514863184,-0.30939353,2.1323660717801824,0.27386609925593247,0.3414100996067496,1
-0.29091280276533377,0.46200693,2.3246143228822893,-0.3234700855895184,-0.6425034506203736,0
-0.09855433707353542,-0.17739819,1.7807377123650474,-0.0643310977737753,-0.48929216937406095,0
1.533001694300117,-1.2536926,5.344420806020537,1.2974025128011808,2.451847322140481,0
-0.7804976042043548,1.1222084,3.5793851513249484,-0.6650785499555637,-2.0727355916468215,1
-0.9065917660045635,1.2520449,1.519026331649854,-0.655467894511776,-2.0819185102558078,1
1.0249178465953057,0.54909,3.7556251377791425,0.9684563648479309,2.2578762759442137,1
0.4833977900441433,0.8469219,1.7680167907554372,0.5518084176354209,0.45450966098088197,0
-1.8196795708334408,1.0234565,5.550392634047499,-1.3060169891876057,-2.1544479934352343,0
-1.033754416492084,0.68617994,2.8466202718451545,-0.7497119512037462,-1.9719866534687724,0
2.0069016429823967,3.5717132,3.813037600711004,1.7190965383437677,2.311556312130579,0
-1.8770123250273718,-2.8123586,3.080633333517797,-1.25493008793209,-1.9776130671424268,1
-0.9021758200943881,1.0758243,1.451852014137854,-0.9851588041270265,-2.0558131384087854,0
-0.2797093382005423,-0.06364813,1.6325879915779682,-0.23432191451968953,-0.6719488708237047,0
-0.8351051020550384,0.2674153,2.7846850313247753,-0.48200943533413276,-2.227136694175606,1
0.6562823945562686,0.3947787,1.6394597500021801,0.45588803972523195,0.617965594996134,1
0.40024942657220064,-0.32091227,2.078988780697399,0.19802044316165807,0.6903460361502075,1
0.9295043179110287,0.46501863,2.5042189499897978,0.7787024066475191,2.309351444835369,1
0.11907388385010187,0.16904591,3.488713545739847,0.09769037593010027,0.6196327806779728,0
0.5239468018879154,-0.70935035,2.310713974196008,0.267190603256206,0.35073418991913796,1
0.6074599232770875,0.53061247,1.538272471101512,0.5534377071350387,0.4424015492578377,0
-0.46110913830005607,-0.7145494,2.7944623288231134,-0.31755524319391387,-0.5539544038166926,1
-0.01731226583724664,0.2904718,1.9979301327069647,-0.11253925832100949,-0.6262327701273044,1
2.2507940351442364,-3.0724378,5.58822746606495,1.2629533733065943,2.3431570385738296,1
0.5127441607743226,0.5828723,0.7596046658886784,0.5137387844388074,0.5156889447308199,0
0.672003237211339,-0.94475496,4.497846632449555,0.5072627804926726,0.5846505303537036,1
1.3461774865207403,-0.9168492,0.9690734234807936,0.9340922358050525,2.232964807088223,1
0.5161870118834944,-0.1753123,2.481110995447154,0.4792368785092409,0.3931700579441827,0
0.11855658815217264,0.16137429,2.523191537857279,0.12069398399560087,0.5322847623006977,1
-0.38286003956394193,-0.41539124,-0.5790412794313275,-0.35640350624194855,-0.7280542401767574,0
0.12228950652837954,0.43717998,1.2131455157970092,0.09274861116598282,0.4592804464569922,0
-1.615662632861213,1.4059057,-1.8410899056673626,-1.7381151044833438,-2.293506194520188,0
1.6092554996937793,2.472422,5.808643331697374,2.1902082898371376,2.3515260787650867,0
0.617205478469758,0.92712665,4.171784880407037,0.46669381606854027,0.4179780448569906,1
-0.7693130613836313,-0.5522786,5.528186787522885,-0.849227126920931,-2.1227867348074416,1
0.14725447783216453,0.1153048,1.8333634684133928,0.16624007574278984,0.5052731027679309,0
-0.8517448304824379,-1.5724754,1.0729769143798553,-0.9782966043918223,-2.1091338983367445,0
1.5111346316836887,-2.2933326,0.9609407692173113,1.2106410123621125,2.26615256493275,1
1.4236261304386253,0.9979959,0.9011463026107829,1.2908290518735575,2.2510633440842334,1
0.014331504123914922,1.8648735,1.5183186348285516,-0.05113129072752126,0.5491305662181687,1
0.4498906559717364,-0.36227393,1.6684032341386208,0.13384731063244074,0.3727821817235639,1
-0.1435268767265348,0.21852036,1.6993101565655278,-0.11555357685712155,-0.6625290575685231,1
-1.3640623122435334,1.7452403,1.883914178426986,-1.1075781990643385,-2.13721471827885,1
-1.1852849357719455,-0.90890086,1.9342865249606682,-1.0094822800787477,-1.9843198581382326,1
0.9594827193665619,-0.94224924,1.4244071250454393,0.6048424195268376,2.256885375631856,1
0.4106611516624076,0.77491707,1.4121325519308672,0.5046426335221655,0.6994392524173573,1
-0.4014485835814339,0.8033714,-3.485054344931697,-0.4988998918141714,-0.8325976080146354,0
0.21966505951042453,0.119563445,-2.4557074096690457,0.2054086511975704,0.5224109338781854,0
1.7401514900125419,-1.5647388,7.761155279388158,1.1346601620090722,2.3800661888338706,1
0.4596918306288534,0.38548756,1.6116373912142228,0.5231979665304343,0.5301996777920551,0
0.4012938644242941,-0.42912257,1.084534331105336,0.1456691556971771,0.48797593813418816,1
-0.5446359699600664,-0.85826385,1.5043684597972342,-0.5343658833703191,-0.47326496670278423,1
0.8598954838293831,-0.6571658,2.3152941152586175,0.5900977575680557,2.197281560322734,0
0.3568237656212709,-0.5131864,3.3482251376862453,0.14731941103389104,0.22960977676606928,1
0.2877288539763145,0.4376707,1.262371526669086,0.12081451464310657,0.33539621555041704,1
0.05697134054213042,-0.015248832,3.2175373630956905,-0.010132186046037352,0.4285572711534642,0
-0.44387327918819425,0.2829828,1.8493372382699234,-0.47419156729676915,-0.18591180234245086,0
-1.1125947626593284,1.3186363,2.507079751322979,-1.3223695692854374,-2.0638242311284096,0
-0.43748045307158084,-0.23149183,1.8678817362219124,-0.3614031797309404,-0.5037123275183721,1
0.36284484281450047,0.23926689,2.608475522203178,0.18033777559585049,0.5699918398348696,1
0.8578244505895389,0.34969962,4.049969970032466,0.4709001217345816,2.2419515407428428,1
-0.32099380295495605,-0.44196007,1.3614156517916287,-0.2793050462425661,-0.3961810727642114,1
-1.1135340770573516,-1.6391023,6.125566000581655,-0.735342466756322,-2.134156748903991,1
-0.7864585136972907,1.2986559,2.20816830042952,-0.6151964871261338,-2.1238243918352127,1
-1.2840472480660483,1.5463324,3.0304917661261346,-1.261648166464171,-2.130207963514192,1
-0.39037928154674684,-0.53902555,0.461726176874818,-0.3290896342964792,-0.7057029745023334,1
0.5296035886119564,0.372178,-4.385932245056077,0.3857379633592837,0.5002950982643022,1
-0.5961342315144866,0.7488118,2.226873015113729,-0.6053439103339955,-0.5703427759672836,0
