"v1","LIME","SHAP","ICI","CLIQUE"
0.70550966374494,0.270852899866954,0.155150167072276,0.35452518657771,0.0350381567104779
0.640837285904857,0.259334865040351,0.16225695915378,0.399358204685487,0.0482271772830116
0.685740327824562,0.307110113565754,0.160960070191434,0.408824436514531,0.0364411470673877
0.634235446717484,0.260312584983639,0.170922044489003,0.39503113711656,0.0398597900223511
0.661637852684488,0.304124260737358,0.193679836360663,0.422564777417258,0.0491073861675379
0.637777974215024,0.277161770687605,0.162102428925221,0.396535468200715,0.0408404194658059
0.643602032819567,0.272978792465277,0.165890865952601,0.356474883617771,0.0506554094266239
0.699972313309873,0.299849398692624,0.182962570031216,0.417356525463941,0.0481404131237831
0.609882295187937,0.306255903266682,0.17805526299155,0.437928860476952,0.0484010610036599
0.627192044152986,0.287346552960485,0.168072823169696,0.383951192034678,0.0460529037280385
0.617306913782778,0.266738699558542,0.142293613199583,0.332186120274317,0.035049007500508
0.678153455821834,0.298543446150822,0.176467194720763,0.381614409037628,0.040177151154266
0.628940507193853,0.283519852187422,0.160228679307053,0.404923440727892,0.0477617588745799
0.619115440655313,0.277716289392831,0.174882161939842,0.394984895780829,0.0548744748355121
0.605895894600879,0.277517069680024,0.16611171863499,0.404399992690774,0.0358144537216448
0.679631425493524,0.316279251223976,0.203250801607193,0.410959399168367,0.0463418968869379
0.677347117086751,0.258668128677983,0.178073319025158,0.350561147644609,0.0535768482689968
0.610342616235591,0.282373557472438,0.180392818413658,0.39411479947126,0.0387958641039241
0.619944954803429,0.288259785820454,0.178379531440143,0.374664781568278,0.0411603913594117
0.675392552488817,0.282126663999859,0.15168366661942,0.394335163592819,0.0343385045010947
0.585006683962237,0.273232603548882,0.180531434821439,0.392215190229263,0.052197663962918
0.558830141557761,0.257975229942757,0.156422503849235,0.343238679568014,0.0541007816701985
0.565827737280223,0.253321809777091,0.161991624674118,0.402369353917631,0.0450463400842488
0.583822692265547,0.260136422387336,0.164761705434156,0.356163068050701,0.0502754087051898
0.639319637640385,0.299646763129562,0.170571491416015,0.411569078471072,0.0460793844342135
0.651168881282896,0.279991501139612,0.158310964064138,0.421932462330171,0.0326568439899753
0.625147266766392,0.288892991971116,0.17223960776943,0.422748622719392,0.0481814403796422
0.634282110575337,0.270679917352282,0.17048432526129,0.376297154972923,0.0483641662308193
0.639717149027546,0.276137022686747,0.162106570603044,0.417921736196393,0.0455050953479185
0.664875863315394,0.265893646351949,0.16179973967067,0.387617862637513,0.0433714361819389
0.554210642034951,0.241703838614555,0.151314915363097,0.346453649137154,0.0344415175377363
0.663028482096264,0.282056296594396,0.16216764496679,0.379527598695792,0.0361131896630561
0.613260933026383,0.255328710116702,0.15134435133135,0.343356266302004,0.0362948145102241
0.661629214115504,0.286929870649333,0.169635976705031,0.420540722671595,0.0480630018098774
0.615115163548375,0.261441596620851,0.156712593651305,0.362503775514292,0.0367632983330958
0.734521729783536,0.31416743695232,0.20197871958337,0.375394254774179,0.050225194702177
0.604076608495625,0.25683970990319,0.15325097493511,0.387081522655227,0.0313228371794105
0.599536643124189,0.262072152862712,0.143841451893055,0.370597862130563,0.0340556122922998
0.6747050039565,0.276599063865298,0.150643117854659,0.378074625450715,0.0356941472910591
0.664131120491023,0.327724186916712,0.200311150391293,0.445911993202365,0.0323513828033607
0.673011504008078,0.290794337740072,0.176794955305824,0.398904282437824,0.0418115407673869
0.671179299522385,0.276686813366836,0.153679133200666,0.378774641393157,0.0478154511606245
0.681244424952385,0.289749425483145,0.189887427386519,0.41598011823707,0.0397386312592652
0.689742848877686,0.292564382826368,0.176043642000609,0.394442397141747,0.0516938156366277
0.62835148894288,0.296210124801435,0.178376300280375,0.43316943567333,0.0405817769804254
0.611949520685039,0.280495179549296,0.159439406636497,0.385486537994526,0.0474079429727868
0.682843872001142,0.288653442160415,0.166704107267299,0.370620475088194,0.0413740359195694
0.661467731071415,0.277514768841153,0.156447065413,0.358166505308319,0.0373850599069571
0.596314473065125,0.251361731823406,0.145880252259098,0.328346562121488,0.045361117087831
0.602282986057627,0.273273480647259,0.161405401550056,0.376290092029225,0.0454073022803588
